"Hora inicio","Hora fin","Título","Fecha inicio","Fecha fin","Canal"
"01:15:00","04:00:00","Battleship: Batalla Naval - Subtitulada","2012-10-08","2012-10-08","PPV2",
"04:00:00","06:30:00","Battleship: Batalla Naval - Subtitulada","2012-10-08","2012-10-08","PPV2",
"06:30:00","09:15:00","Battleship: Batalla Naval - Subtitulada","2012-10-08","2012-10-08","PPV2",
"09:15:00","12:15:00","Battleship: Batalla Naval - Subtitulada","2012-10-08","2012-10-08","PPV2",
"12:15:00","14:45:00","Battleship: Batalla Naval - Subtitulada","2012-10-08","2012-10-08","PPV2",
"14:45:00","17:30:00","Battleship: Batalla Naval - Subtitulada","2012-10-08","2012-10-08","PPV2",
"17:30:00","20:00:00","Battleship: Batalla Naval - Subtitulada","2012-10-08","2012-10-08","PPV2",
"20:00:00","22:45:00","Battleship: Batalla Naval - Subtitulada","2012-10-08","2012-10-08","PPV2",
"22:45:00","01:15:00","Battleship: Batalla Naval - Subtitulada","2012-10-08","2012-10-09","PPV2",
"01:15:00","04:00:00","Battleship: Batalla Naval - Subtitulada","2012-10-09","2012-10-09","PPV2",
"04:00:00","06:30:00","Battleship: Batalla Naval - Subtitulada","2012-10-09","2012-10-09","PPV2",
"06:30:00","09:15:00","Battleship: Batalla Naval - Subtitulada","2012-10-09","2012-10-09","PPV2",
"09:15:00","12:15:00","Battleship: Batalla Naval - Subtitulada","2012-10-09","2012-10-09","PPV2",
"12:15:00","14:45:00","Battleship: Batalla Naval - Subtitulada","2012-10-09","2012-10-09","PPV2",
"14:45:00","17:30:00","Battleship: Batalla Naval - Subtitulada","2012-10-09","2012-10-09","PPV2",
"17:30:00","20:00:00","Battleship: Batalla Naval - Subtitulada","2012-10-09","2012-10-09","PPV2",
"20:00:00","22:45:00","Battleship: Batalla Naval - Subtitulada","2012-10-09","2012-10-09","PPV2",
"22:45:00","01:15:00","Battleship: Batalla Naval - Subtitulada","2012-10-09","2012-10-10","PPV2",
"01:15:00","04:00:00","Battleship: Batalla Naval - Subtitulada","2012-10-10","2012-10-10","PPV2",
"04:00:00","06:30:00","Battleship: Batalla Naval - Subtitulada","2012-10-10","2012-10-10","PPV2",
"06:30:00","09:15:00","Battleship: Batalla Naval - Subtitulada","2012-10-10","2012-10-10","PPV2",
"09:15:00","12:15:00","Battleship: Batalla Naval - Subtitulada","2012-10-10","2012-10-10","PPV2",
"12:15:00","14:45:00","Battleship: Batalla Naval - Subtitulada","2012-10-10","2012-10-10","PPV2",
"14:45:00","17:30:00","Battleship: Batalla Naval - Subtitulada","2012-10-10","2012-10-10","PPV2",
"17:30:00","20:00:00","Battleship: Batalla Naval - Subtitulada","2012-10-10","2012-10-10","PPV2",
"20:00:00","22:45:00","Battleship: Batalla Naval - Subtitulada","2012-10-10","2012-10-10","PPV2",
"22:45:00","01:15:00","Battleship: Batalla Naval - Subtitulada","2012-10-10","2012-10-11","PPV2",
"01:15:00","04:00:00","Battleship: Batalla Naval - Subtitulada","2012-10-11","2012-10-11","PPV2",
"04:00:00","06:30:00","Battleship: Batalla Naval - Subtitulada","2012-10-11","2012-10-11","PPV2",
"06:30:00","09:15:00","Battleship: Batalla Naval - Subtitulada","2012-10-11","2012-10-11","PPV2",
"09:15:00","12:15:00","Battleship: Batalla Naval - Subtitulada","2012-10-11","2012-10-11","PPV2",
"12:15:00","14:45:00","Battleship: Batalla Naval - Subtitulada","2012-10-11","2012-10-11","PPV2",
"14:45:00","17:30:00","Battleship: Batalla Naval - Subtitulada","2012-10-11","2012-10-11","PPV2",
"17:30:00","20:00:00","Battleship: Batalla Naval - Subtitulada","2012-10-11","2012-10-11","PPV2",
"20:00:00","22:45:00","Battleship: Batalla Naval - Subtitulada","2012-10-11","2012-10-11","PPV2",
"22:45:00","01:15:00","Battleship: Batalla Naval - Subtitulada","2012-10-11","2012-10-12","PPV2",
"01:15:00","04:00:00","Battleship: Batalla Naval - Subtitulada","2012-10-12","2012-10-12","PPV2",
"04:00:00","06:30:00","Battleship: Batalla Naval - Subtitulada","2012-10-12","2012-10-12","PPV2",
"06:30:00","09:15:00","Battleship: Batalla Naval - Subtitulada","2012-10-12","2012-10-12","PPV2",
"09:15:00","12:15:00","Battleship: Batalla Naval - Subtitulada","2012-10-12","2012-10-12","PPV2",
"12:15:00","14:45:00","Battleship: Batalla Naval - Subtitulada","2012-10-12","2012-10-12","PPV2",
"14:45:00","17:30:00","Battleship: Batalla Naval - Subtitulada","2012-10-12","2012-10-12","PPV2",
"17:30:00","20:00:00","Battleship: Batalla Naval - Subtitulada","2012-10-12","2012-10-12","PPV2",
"20:00:00","22:45:00","Battleship: Batalla Naval - Subtitulada","2012-10-12","2012-10-12","PPV2",
"22:45:00","01:15:00","Battleship: Batalla Naval - Subtitulada","2012-10-12","2012-10-13","PPV2",
"01:15:00","04:00:00","Battleship: Batalla Naval - Subtitulada","2012-10-13","2012-10-13","PPV2",
"04:00:00","06:30:00","Battleship: Batalla Naval - Subtitulada","2012-10-13","2012-10-13","PPV2",
"06:30:00","09:15:00","Battleship: Batalla Naval - Subtitulada","2012-10-13","2012-10-13","PPV2",
"09:15:00","12:15:00","Battleship: Batalla Naval - Subtitulada","2012-10-13","2012-10-13","PPV2",
"12:15:00","14:45:00","Battleship: Batalla Naval - Subtitulada","2012-10-13","2012-10-13","PPV2",
"14:45:00","17:30:00","Battleship: Batalla Naval - Subtitulada","2012-10-13","2012-10-13","PPV2",
"17:30:00","20:00:00","Battleship: Batalla Naval - Subtitulada","2012-10-13","2012-10-13","PPV2",
"20:00:00","22:45:00","Battleship: Batalla Naval - Subtitulada","2012-10-13","2012-10-13","PPV2",
"22:45:00","01:15:00","Battleship: Batalla Naval - Subtitulada","2012-10-13","2012-10-14","PPV2",
"01:15:00","04:00:00","Battleship: Batalla Naval - Subtitulada","2012-10-14","2012-10-14","PPV2",
"04:00:00","06:30:00","Battleship: Batalla Naval - Subtitulada","2012-10-14","2012-10-14","PPV2",
"06:30:00","09:15:00","Battleship: Batalla Naval - Subtitulada","2012-10-14","2012-10-14","PPV2",
"09:15:00","12:15:00","Battleship: Batalla Naval - Subtitulada","2012-10-14","2012-10-14","PPV2",
"12:15:00","14:45:00","Battleship: Batalla Naval - Subtitulada","2012-10-14","2012-10-14","PPV2",
"14:45:00","17:30:00","Battleship: Batalla Naval - Subtitulada","2012-10-14","2012-10-14","PPV2",
"17:30:00","20:00:00","Battleship: Batalla Naval - Subtitulada","2012-10-14","2012-10-14","PPV2",
"20:00:00","22:45:00","Battleship: Batalla Naval - Subtitulada","2012-10-14","2012-10-14","PPV2",
"22:45:00","01:15:00","Battleship: Batalla Naval - Subtitulada","2012-10-14","2012-10-15","PPV2",
"01:15:00","04:00:00","Battleship: Batalla Naval - Subtitulada","2012-10-15","2012-10-15","PPV2",
"04:00:00","06:30:00","Battleship: Batalla Naval - Subtitulada","2012-10-15","2012-10-15","PPV2",
"06:30:00","09:15:00","Battleship: Batalla Naval - Subtitulada","2012-10-15","2012-10-15","PPV2",
"09:15:00","12:15:00","Battleship: Batalla Naval - Subtitulada","2012-10-15","2012-10-15","PPV2",
"12:15:00","14:45:00","Battleship: Batalla Naval - Subtitulada","2012-10-15","2012-10-15","PPV2",
"14:45:00","17:30:00","Battleship: Batalla Naval - Subtitulada","2012-10-15","2012-10-15","PPV2",
"17:30:00","20:00:00","Battleship: Batalla Naval - Subtitulada","2012-10-15","2012-10-15","PPV2",
"20:00:00","22:45:00","Battleship: Batalla Naval - Subtitulada","2012-10-15","2012-10-15","PPV2",
"22:45:00","01:15:00","Battleship: Batalla Naval - Subtitulada","2012-10-15","2012-10-16","PPV2",
"01:15:00","04:00:00","Battleship: Batalla Naval - Subtitulada","2012-10-16","2012-10-16","PPV2",
"04:00:00","06:30:00","Battleship: Batalla Naval - Subtitulada","2012-10-16","2012-10-16","PPV2",
"06:30:00","09:15:00","Battleship: Batalla Naval - Subtitulada","2012-10-16","2012-10-16","PPV2",
"09:15:00","12:15:00","Battleship: Batalla Naval - Subtitulada","2012-10-16","2012-10-16","PPV2",
"12:15:00","14:45:00","Battleship: Batalla Naval - Subtitulada","2012-10-16","2012-10-16","PPV2",
"14:45:00","17:30:00","Battleship: Batalla Naval - Subtitulada","2012-10-16","2012-10-16","PPV2",
"17:30:00","20:00:00","Battleship: Batalla Naval - Subtitulada","2012-10-16","2012-10-16","PPV2",
"20:00:00","22:45:00","Battleship: Batalla Naval - Subtitulada","2012-10-16","2012-10-16","PPV2",
"22:45:00","01:15:00","Battleship: Batalla Naval - Subtitulada","2012-10-16","2012-10-17","PPV2",
"01:15:00","04:00:00","Battleship: Batalla Naval - Subtitulada","2012-10-17","2012-10-17","PPV2",
"04:00:00","06:30:00","Battleship: Batalla Naval - Subtitulada","2012-10-17","2012-10-17","PPV2",
"06:30:00","09:15:00","Battleship: Batalla Naval - Subtitulada","2012-10-17","2012-10-17","PPV2",
"09:15:00","12:15:00","Battleship: Batalla Naval - Subtitulada","2012-10-17","2012-10-17","PPV2",
"12:15:00","14:00:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-17","2012-10-17","PPV2",
"14:00:00","16:00:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-17","2012-10-17","PPV2",
"16:00:00","17:45:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-17","2012-10-17","PPV2",
"17:45:00","19:45:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-17","2012-10-17","PPV2",
"19:45:00","21:30:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-17","2012-10-17","PPV2",
"21:30:00","23:30:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-17","2012-10-17","PPV2",
"23:30:00","01:15:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-17","2012-10-18","PPV2",
"01:15:00","03:15:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-18","2012-10-18","PPV2",
"03:15:00","05:00:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-18","2012-10-18","PPV2",
"05:00:00","07:00:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-18","2012-10-18","PPV2",
"07:00:00","08:45:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-18","2012-10-18","PPV2",
"08:45:00","10:30:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-18","2012-10-18","PPV2",
"10:30:00","12:15:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-18","2012-10-18","PPV2",
"12:15:00","14:00:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-18","2012-10-18","PPV2",
"14:00:00","16:00:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-18","2012-10-18","PPV2",
"16:00:00","17:45:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-18","2012-10-18","PPV2",
"17:45:00","19:45:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-18","2012-10-18","PPV2",
"19:45:00","21:30:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-18","2012-10-18","PPV2",
"21:30:00","23:30:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-18","2012-10-18","PPV2",
"23:30:00","01:15:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-18","2012-10-19","PPV2",
"01:15:00","03:15:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-19","2012-10-19","PPV2",
"03:15:00","05:00:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-19","2012-10-19","PPV2",
"05:00:00","07:00:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-19","2012-10-19","PPV2",
"07:00:00","08:45:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-19","2012-10-19","PPV2",
"08:45:00","10:30:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-19","2012-10-19","PPV2",
"10:30:00","12:15:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-19","2012-10-19","PPV2",
"12:15:00","14:00:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-19","2012-10-19","PPV2",
"14:00:00","16:00:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-19","2012-10-19","PPV2",
"16:00:00","17:45:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-19","2012-10-19","PPV2",
"17:45:00","19:45:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-19","2012-10-19","PPV2",
"19:45:00","21:30:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-19","2012-10-19","PPV2",
"21:30:00","23:30:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-19","2012-10-19","PPV2",
"23:30:00","01:15:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-19","2012-10-20","PPV2",
"01:15:00","03:15:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-20","2012-10-20","PPV2",
"03:15:00","05:00:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-20","2012-10-20","PPV2",
"05:00:00","07:00:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-20","2012-10-20","PPV2",
"07:00:00","08:45:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-20","2012-10-20","PPV2",
"08:45:00","10:30:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-20","2012-10-20","PPV2",
"10:30:00","12:15:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-20","2012-10-20","PPV2",
"12:15:00","14:00:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-20","2012-10-20","PPV2",
"14:00:00","16:00:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-20","2012-10-20","PPV2",
"16:00:00","17:45:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-20","2012-10-20","PPV2",
"17:45:00","19:45:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-20","2012-10-20","PPV2",
"19:45:00","21:30:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-20","2012-10-20","PPV2",
"21:30:00","23:30:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-20","2012-10-20","PPV2",
"23:30:00","01:15:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-20","2012-10-21","PPV2",
"01:15:00","03:15:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-21","2012-10-21","PPV2",
"03:15:00","05:00:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-21","2012-10-21","PPV2",
"05:00:00","07:00:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-21","2012-10-21","PPV2",
"07:00:00","08:45:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-21","2012-10-21","PPV2",
"08:45:00","10:30:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-21","2012-10-21","PPV2",
"10:30:00","12:15:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-21","2012-10-21","PPV2",
"12:15:00","14:00:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-21","2012-10-21","PPV2",
"14:00:00","16:00:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-21","2012-10-21","PPV2",
"16:00:00","17:45:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-21","2012-10-21","PPV2",
"17:45:00","19:45:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-21","2012-10-21","PPV2",
"19:45:00","21:30:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-21","2012-10-21","PPV2",
"21:30:00","23:30:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-21","2012-10-21","PPV2",
"23:30:00","01:15:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-21","2012-10-22","PPV2",
"01:15:00","03:15:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-22","2012-10-22","PPV2",
"03:15:00","05:00:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-22","2012-10-22","PPV2",
"05:00:00","07:00:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-22","2012-10-22","PPV2",
"07:00:00","08:45:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-22","2012-10-22","PPV2",
"08:45:00","10:30:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-22","2012-10-22","PPV2",
"10:30:00","12:15:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-22","2012-10-22","PPV2",
"12:15:00","14:00:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-22","2012-10-22","PPV2",
"14:00:00","16:00:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-22","2012-10-22","PPV2",
"16:00:00","17:45:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-22","2012-10-22","PPV2",
"17:45:00","19:45:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-22","2012-10-22","PPV2",
"19:45:00","21:30:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-22","2012-10-22","PPV2",
"21:30:00","23:30:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-22","2012-10-22","PPV2",
"23:30:00","01:15:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-22","2012-10-23","PPV2",
"01:15:00","03:15:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-23","2012-10-23","PPV2",
"03:15:00","05:00:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-23","2012-10-23","PPV2",
"05:00:00","07:00:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-23","2012-10-23","PPV2",
"07:00:00","08:45:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-23","2012-10-23","PPV2",
"08:45:00","10:30:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-23","2012-10-23","PPV2",
"10:30:00","12:15:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-23","2012-10-23","PPV2",
"12:15:00","14:00:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-23","2012-10-23","PPV2",
"14:00:00","16:00:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-23","2012-10-23","PPV2",
"16:00:00","17:45:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-23","2012-10-23","PPV2",
"17:45:00","19:45:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-23","2012-10-23","PPV2",
"19:45:00","21:30:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-23","2012-10-23","PPV2",
"21:30:00","23:30:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-23","2012-10-23","PPV2",
"23:30:00","01:15:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-23","2012-10-24","PPV2",
"01:15:00","03:15:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-24","2012-10-24","PPV2",
"03:15:00","05:00:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-24","2012-10-24","PPV2",
"05:00:00","07:00:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-24","2012-10-24","PPV2",
"07:00:00","08:45:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-24","2012-10-24","PPV2",
"08:45:00","10:30:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-24","2012-10-24","PPV2",
"10:30:00","12:15:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-24","2012-10-24","PPV2",
"12:15:00","14:00:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-24","2012-10-24","PPV2",
"14:00:00","16:00:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-24","2012-10-24","PPV2",
"16:00:00","17:45:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-24","2012-10-24","PPV2",
"17:45:00","19:45:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-24","2012-10-24","PPV2",
"19:45:00","21:30:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-24","2012-10-24","PPV2",
"21:30:00","23:30:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-24","2012-10-24","PPV2",
"23:30:00","01:15:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-24","2012-10-25","PPV2",
"01:15:00","03:15:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-25","2012-10-25","PPV2",
"03:15:00","05:00:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-25","2012-10-25","PPV2",
"05:00:00","07:00:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-25","2012-10-25","PPV2",
"07:00:00","08:45:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-25","2012-10-25","PPV2",
"08:45:00","10:30:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-25","2012-10-25","PPV2",
"10:30:00","12:15:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-25","2012-10-25","PPV2",
"12:15:00","14:00:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-25","2012-10-25","PPV2",
"14:00:00","16:00:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-25","2012-10-25","PPV2",
"16:00:00","17:45:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-25","2012-10-25","PPV2",
"17:45:00","19:45:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-25","2012-10-25","PPV2",
"19:45:00","21:30:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-25","2012-10-25","PPV2",
"21:30:00","23:30:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-25","2012-10-25","PPV2",
"23:30:00","01:15:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-25","2012-10-26","PPV2",
"01:15:00","03:15:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-26","2012-10-26","PPV2",
"03:15:00","05:00:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-26","2012-10-26","PPV2",
"05:00:00","07:00:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-26","2012-10-26","PPV2",
"07:00:00","08:45:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-26","2012-10-26","PPV2",
"08:45:00","10:30:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-26","2012-10-26","PPV2",
"10:30:00","12:15:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-26","2012-10-26","PPV2",
"12:15:00","14:00:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-26","2012-10-26","PPV2",
"14:00:00","16:00:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-26","2012-10-26","PPV2",
"16:00:00","17:45:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-26","2012-10-26","PPV2",
"17:45:00","19:45:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-26","2012-10-26","PPV2",
"19:45:00","21:30:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-26","2012-10-26","PPV2",
"21:30:00","23:30:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-26","2012-10-26","PPV2",
"23:30:00","01:15:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-26","2012-10-27","PPV2",
"01:15:00","03:15:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-27","2012-10-27","PPV2",
"03:15:00","05:00:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-27","2012-10-27","PPV2",
"05:00:00","07:00:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-27","2012-10-27","PPV2",
"07:00:00","08:45:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-27","2012-10-27","PPV2",
"08:45:00","10:30:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-27","2012-10-27","PPV2",
"10:30:00","12:15:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-27","2012-10-27","PPV2",
"12:15:00","14:00:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-27","2012-10-27","PPV2",
"14:00:00","16:00:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-27","2012-10-27","PPV2",
"16:00:00","17:45:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-27","2012-10-27","PPV2",
"17:45:00","19:45:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-27","2012-10-27","PPV2",
"19:45:00","21:30:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-27","2012-10-27","PPV2",
"21:30:00","23:30:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-27","2012-10-27","PPV2",
"23:30:00","01:15:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-27","2012-10-28","PPV2",
"01:15:00","03:15:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-28","2012-10-28","PPV2",
"03:15:00","05:00:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-28","2012-10-28","PPV2",
"05:00:00","07:00:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-28","2012-10-28","PPV2",
"07:00:00","08:45:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-28","2012-10-28","PPV2",
"08:45:00","10:30:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-28","2012-10-28","PPV2",
"10:30:00","12:15:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-28","2012-10-28","PPV2",
"12:15:00","14:00:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-28","2012-10-28","PPV2",
"14:00:00","16:00:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-28","2012-10-28","PPV2",
"16:00:00","17:45:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-28","2012-10-28","PPV2",
"17:45:00","19:45:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-28","2012-10-28","PPV2",
"19:45:00","21:30:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-28","2012-10-28","PPV2",
"21:30:00","23:30:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-28","2012-10-28","PPV2",
"23:30:00","01:15:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-28","2012-10-29","PPV2",
"01:15:00","03:15:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-29","2012-10-29","PPV2",
"03:15:00","05:00:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-29","2012-10-29","PPV2",
"05:00:00","07:00:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-29","2012-10-29","PPV2",
"07:00:00","08:45:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-29","2012-10-29","PPV2",
"08:45:00","10:30:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-29","2012-10-29","PPV2",
"10:30:00","12:15:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-29","2012-10-29","PPV2",
"12:15:00","14:00:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-29","2012-10-29","PPV2",
"14:00:00","16:00:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-29","2012-10-29","PPV2",
"16:00:00","17:45:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-29","2012-10-29","PPV2",
"17:45:00","19:45:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-29","2012-10-29","PPV2",
"19:45:00","21:30:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-29","2012-10-29","PPV2",
"21:30:00","23:30:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-29","2012-10-29","PPV2",
"23:30:00","01:15:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-29","2012-10-30","PPV2",
"01:15:00","03:15:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-30","2012-10-30","PPV2",
"03:15:00","05:00:00","Madagascar 3: Los Fugitivos - Subtitulada","2012-10-30","2012-10-30","PPV2",
